ISO_YEAR,ISO_WEEK,ISO_WEEKSTARTDATE,region,location,admin1,latitude,longitude,daily_records,unique_daily_dates,mean_temperature_available_days,min_temperature_available_days,max_temperature_available_days,weekly_mean_temperature,weekly_min_temperature,weekly_max_temperature,complete_week
1996,43,1996-10-21,Subtropical South,Naha,Okinawa,26.213,127.67851,7,7,7,7,7,23.642857142857142,22.2,25.4,True
1996,43,1996-10-21,Japan Sea / Hokuriku,Niigata,Niigata,37.92259,139.04124,7,7,7,7,7,12.928571428571429,7.2,22.3,True
1996,43,1996-10-21,Kansai,Osaka,Osaka,34.69379,135.50107,7,7,7,7,7,15.328571428571427,7.6,24.1,True
1996,43,1996-10-21,Hokkaido,Sapporo,Hokkaido,43.06667,141.35,7,7,7,7,7,8.685714285714285,1.2,16.2,True
1996,43,1996-10-21,Tohoku,Sendai,Miyagi,38.26667,140.86667,7,7,7,7,7,12.057142857142859,5.3,20.1,True
1996,43,1996-10-21,Shikoku,Takamatsu,Kagawa,34.33333,134.05,7,7,7,7,7,16.571428571428573,8.9,22.3,True
1996,43,1996-10-21,Kanto,Tokyo,Tokyo,35.6895,139.69171,7,7,7,7,7,13.557142857142859,7.0,20.4,True
1996,44,1996-10-28,Kyushu,Fukuoka,Fukuoka,33.6,130.41667,7,7,7,7,7,18.12857142857143,9.6,25.4,True
1996,44,1996-10-28,Chugoku,Hiroshima,Hiroshima,34.4,132.45,7,7,7,7,7,17.185714285714287,8.6,22.9,True
1996,44,1996-10-28,Chubu,Nagoya,Aichi,35.18147,136.9064,7,7,7,7,7,16.1,8.9,22.0,True
1996,44,1996-10-28,Subtropical South,Naha,Okinawa,26.213,127.67851,7,7,7,7,7,25.228571428571428,23.9,26.7,True
1996,44,1996-10-28,Japan Sea / Hokuriku,Niigata,Niigata,37.92259,139.04124,7,7,7,7,7,13.700000000000001,6.4,21.1,True
1996,44,1996-10-28,Kansai,Osaka,Osaka,34.69379,135.50107,7,7,7,7,7,16.928571428571427,10.5,25.1,True
1996,44,1996-10-28,Hokkaido,Sapporo,Hokkaido,43.06667,141.35,7,7,7,7,7,7.028571428571429,-0.3,16.4,True
1996,44,1996-10-28,Tohoku,Sendai,Miyagi,38.26667,140.86667,7,7,7,7,7,12.471428571428572,5.7,21.3,True
1996,44,1996-10-28,Shikoku,Takamatsu,Kagawa,34.33333,134.05,7,7,7,7,7,17.785714285714285,10.6,25.1,True
1996,44,1996-10-28,Kanto,Tokyo,Tokyo,35.6895,139.69171,7,7,7,7,7,14.87142857142857,7.7,21.7,True
1996,45,1996-11-04,Kyushu,Fukuoka,Fukuoka,33.6,130.41667,7,7,7,7,7,16.342857142857145,8.9,22.9,True
1996,45,1996-11-04,Chugoku,Hiroshima,Hiroshima,34.4,132.45,7,7,7,7,7,14.657142857142857,6.5,21.6,True
1996,45,1996-11-04,Chubu,Nagoya,Aichi,35.18147,136.9064,7,7,7,7,7,14.142857142857142,4.3,19.9,True
1996,45,1996-11-04,Subtropical South,Naha,Okinawa,26.213,127.67851,7,7,7,7,7,25.014285714285712,23.8,26.1,True
1996,45,1996-11-04,Japan Sea / Hokuriku,Niigata,Niigata,37.92259,139.04124,7,7,7,7,7,12.457142857142857,6.4,17.3,True
1996,45,1996-11-04,Kansai,Osaka,Osaka,34.69379,135.50107,7,7,7,7,7,14.842857142857143,5.8,22.8,True
1996,45,1996-11-04,Hokkaido,Sapporo,Hokkaido,43.06667,141.35,7,7,7,7,7,5.185714285714285,-1.8,12.7,True
1996,45,1996-11-04,Tohoku,Sendai,Miyagi,38.26667,140.86667,7,7,7,7,7,11.314285714285715,4.5,17.4,True
1996,45,1996-11-04,Shikoku,Takamatsu,Kagawa,34.33333,134.05,7,7,7,7,7,16.12857142857143,9.0,22.1,True
1996,45,1996-11-04,Kanto,Tokyo,Tokyo,35.6895,139.69171,7,7,7,7,7,14.042857142857144,5.9,21.9,True
1996,46,1996-11-11,Kyushu,Fukuoka,Fukuoka,33.6,130.41667,7,7,7,7,7,12.314285714285715,6.8,20.6,True
1996,46,1996-11-11,Chugoku,Hiroshima,Hiroshima,34.4,132.45,7,7,7,7,7,10.885714285714286,5.4,17.9,True
1996,46,1996-11-11,Chubu,Nagoya,Aichi,35.18147,136.9064,7,7,7,7,7,9.685714285714285,1.5,19.2,True
1996,46,1996-11-11,Subtropical South,Naha,Okinawa,26.213,127.67851,7,7,7,7,7,22.97142857142857,20.3,26.6,True
1996,46,1996-11-11,Japan Sea / Hokuriku,Niigata,Niigata,37.92259,139.04124,7,7,7,7,7,8.542857142857143,4.1,17.1,True
1996,46,1996-11-11,Kansai,Osaka,Osaka,34.69379,135.50107,7,7,7,7,7,10.428571428571429,3.2,19.3,True
1996,46,1996-11-11,Hokkaido,Sapporo,Hokkaido,43.06667,141.35,7,7,7,7,7,-0.3000000000000001,-4.2,4.6,True
1996,46,1996-11-11,Tohoku,Sendai,Miyagi,38.26667,140.86667,7,7,7,7,7,6.585714285714286,0.0,15.2,True
1996,46,1996-11-11,Shikoku,Takamatsu,Kagawa,34.33333,134.05,7,7,7,7,7,11.799999999999999,6.3,18.8,True
1996,46,1996-11-11,Kanto,Tokyo,Tokyo,35.6895,139.69171,7,7,7,7,7,10.342857142857143,4.2,18.4,True
1996,47,1996-11-18,Kyushu,Fukuoka,Fukuoka,33.6,130.41667,7,7,7,7,7,11.1,6.2,16.9,True
1996,47,1996-11-18,Chugoku,Hiroshima,Hiroshima,34.4,132.45,7,7,7,7,7,10.357142857142858,4.4,15.5,True
1996,47,1996-11-18,Chubu,Nagoya,Aichi,35.18147,136.9064,7,7,7,7,7,8.785714285714286,3.2,15.2,True
1996,47,1996-11-18,Subtropical South,Naha,Okinawa,26.213,127.67851,7,7,7,7,7,21.985714285714288,20.0,24.6,True
1996,47,1996-11-18,Japan Sea / Hokuriku,Niigata,Niigata,37.92259,139.04124,7,7,7,7,7,8.571428571428571,2.7,15.1,True
1996,47,1996-11-18,Kansai,Osaka,Osaka,34.69379,135.50107,7,7,7,7,7,10.571428571428571,5.0,16.7,True
1996,47,1996-11-18,Hokkaido,Sapporo,Hokkaido,43.06667,141.35,7,7,7,7,7,1.3,-4.1,8.7,True
1996,47,1996-11-18,Tohoku,Sendai,Miyagi,38.26667,140.86667,7,7,7,7,7,7.171428571428572,1.0,14.8,True
1996,47,1996-11-18,Shikoku,Takamatsu,Kagawa,34.33333,134.05,7,7,7,7,7,11.414285714285715,7.7,16.1,True
1996,47,1996-11-18,Kanto,Tokyo,Tokyo,35.6895,139.69171,7,7,7,7,7,9.828571428571427,5.1,16.9,True
1996,48,1996-11-25,Kyushu,Fukuoka,Fukuoka,33.6,130.41667,7,7,7,7,7,8.971428571428572,2.2,19.0,True
1996,48,1996-11-25,Chugoku,Hiroshima,Hiroshima,34.4,132.45,7,7,7,7,7,7.571428571428571,0.9,16.2,True
1996,48,1996-11-25,Chubu,Nagoya,Aichi,35.18147,136.9064,7,7,7,7,7,7.242857142857143,-0.1,16.5,True
1996,48,1996-11-25,Subtropical South,Naha,Okinawa,26.213,127.67851,7,7,7,7,7,20.857142857142858,15.6,24.3,True
1996,48,1996-11-25,Japan Sea / Hokuriku,Niigata,Niigata,37.92259,139.04124,7,7,7,7,7,6.071428571428571,-0.4,12.0,True
1996,48,1996-11-25,Kansai,Osaka,Osaka,34.69379,135.50107,7,7,7,7,7,7.857142857142857,-0.4,15.5,True
1996,48,1996-11-25,Hokkaido,Sapporo,Hokkaido,43.06667,141.35,7,7,7,7,7,0.7428571428571429,-4.5,6.0,True
1996,48,1996-11-25,Tohoku,Sendai,Miyagi,38.26667,140.86667,7,7,7,7,7,5.357142857142857,-1.9,12.0,True
1996,48,1996-11-25,Shikoku,Takamatsu,Kagawa,34.33333,134.05,7,7,7,7,7,8.857142857142858,2.3,16.6,True
1996,48,1996-11-25,Kanto,Tokyo,Tokyo,35.6895,139.69171,7,7,7,7,7,8.171428571428573,1.9,17.0,True
1996,49,1996-12-02,Kyushu,Fukuoka,Fukuoka,33.6,130.41667,7,7,7,7,7,6.328571428571428,1.4,14.7,True
1996,49,1996-12-02,Chugoku,Hiroshima,Hiroshima,34.4,132.45,7,7,7,7,7,5.771428571428571,1.1,14.6,True
1996,49,1996-12-02,Chubu,Nagoya,Aichi,35.18147,136.9064,7,7,7,7,7,4.542857142857143,-1.3,15.6,True
1996,49,1996-12-02,Subtropical South,Naha,Okinawa,26.213,127.67851,7,7,7,7,7,18.414285714285715,14.6,23.3,True
1996,49,1996-12-02,Japan Sea / Hokuriku,Niigata,Niigata,37.92259,139.04124,7,7,7,7,7,4.114285714285715,-0.8,11.9,True
1996,49,1996-12-02,Kansai,Osaka,Osaka,34.69379,135.50107,7,7,7,7,7,5.728571428571429,-0.5,16.0,True
1996,49,1996-12-02,Hokkaido,Sapporo,Hokkaido,43.06667,141.35,7,7,7,7,7,-1.0714285714285714,-8.2,5.0,True
1996,49,1996-12-02,Tohoku,Sendai,Miyagi,38.26667,140.86667,7,7,7,7,7,3.442857142857143,-2.1,13.0,True
1996,49,1996-12-02,Shikoku,Takamatsu,Kagawa,34.33333,134.05,7,7,7,7,7,6.8,2.8,15.4,True
1996,49,1996-12-02,Kanto,Tokyo,Tokyo,35.6895,139.69171,7,7,7,7,7,6.485714285714286,-0.5,17.1,True
1996,50,1996-12-09,Kyushu,Fukuoka,Fukuoka,33.6,130.41667,7,7,7,7,7,8.814285714285715,3.9,14.2,True
1996,50,1996-12-09,Chugoku,Hiroshima,Hiroshima,34.4,132.45,7,7,7,7,7,7.557142857142857,1.7,14.5,True
1996,50,1996-12-09,Chubu,Nagoya,Aichi,35.18147,136.9064,7,7,7,7,7,6.3,-0.0,13.7,True
1996,50,1996-12-09,Subtropical South,Naha,Okinawa,26.213,127.67851,7,7,7,7,7,19.400000000000002,17.0,22.1,True
1996,50,1996-12-09,Japan Sea / Hokuriku,Niigata,Niigata,37.92259,139.04124,7,7,7,7,7,6.771428571428571,2.5,11.5,True
1996,50,1996-12-09,Kansai,Osaka,Osaka,34.69379,135.50107,7,7,7,7,7,7.6571428571428575,2.6,12.9,True
1996,50,1996-12-09,Hokkaido,Sapporo,Hokkaido,43.06667,141.35,7,7,7,7,7,-3.6714285714285717,-10.9,3.2,True
1996,50,1996-12-09,Tohoku,Sendai,Miyagi,38.26667,140.86667,7,7,7,7,7,5.071428571428571,-0.2,12.4,True
1996,50,1996-12-09,Shikoku,Takamatsu,Kagawa,34.33333,134.05,7,7,7,7,7,9.357142857142858,5.9,12.8,True
1996,50,1996-12-09,Kanto,Tokyo,Tokyo,35.6895,139.69171,7,7,7,7,7,7.671428571428571,-0.0,13.1,True
1996,51,1996-12-16,Kyushu,Fukuoka,Fukuoka,33.6,130.41667,7,7,7,7,7,7.771428571428571,3.7,16.8,True
1996,51,1996-12-16,Chugoku,Hiroshima,Hiroshima,34.4,132.45,7,7,7,7,7,7.257142857142857,2.3,14.1,True
1996,51,1996-12-16,Chubu,Nagoya,Aichi,35.18147,136.9064,7,7,7,7,7,6.314285714285715,-1.1,15.3,True
1996,51,1996-12-16,Subtropical South,Naha,Okinawa,26.213,127.67851,7,7,7,7,7,18.785714285714285,15.6,22.6,True
1996,51,1996-12-16,Japan Sea / Hokuriku,Niigata,Niigata,37.92259,139.04124,7,7,7,7,7,4.8999999999999995,-0.6,13.9,True
1996,51,1996-12-16,Kansai,Osaka,Osaka,34.69379,135.50107,7,7,7,7,7,7.328571428571428,0.5,15.1,True
1996,51,1996-12-16,Hokkaido,Sapporo,Hokkaido,43.06667,141.35,7,7,7,7,7,-5.3428571428571425,-15.3,5.2,True
1996,51,1996-12-16,Tohoku,Sendai,Miyagi,38.26667,140.86667,7,7,7,7,7,4.585714285714286,-2.7,14.4,True
1996,51,1996-12-16,Shikoku,Takamatsu,Kagawa,34.33333,134.05,7,7,7,7,7,8.757142857142856,3.9,15.1,True
1996,51,1996-12-16,Kanto,Tokyo,Tokyo,35.6895,139.69171,7,7,7,7,7,7.1571428571428575,0.1,15.0,True
1996,52,1996-12-23,Kyushu,Fukuoka,Fukuoka,33.6,130.41667,7,7,7,7,7,8.457142857142857,2.8,14.8,True
1996,52,1996-12-23,Chugoku,Hiroshima,Hiroshima,34.4,132.45,7,7,7,7,7,6.871428571428572,0.5,14.3,True
1996,52,1996-12-23,Chubu,Nagoya,Aichi,35.18147,136.9064,7,7,7,7,7,3.8000000000000003,-2.2,11.6,True
1996,52,1996-12-23,Subtropical South,Naha,Okinawa,26.213,127.67851,7,7,7,7,7,18.62857142857143,14.8,20.8,True
1996,52,1996-12-23,Japan Sea / Hokuriku,Niigata,Niigata,37.92259,139.04124,7,7,7,7,7,4.728571428571429,1.3,10.6,True
1996,52,1996-12-23,Kansai,Osaka,Osaka,34.69379,135.50107,7,7,7,7,7,6.242857142857143,1.3,12.7,True
1996,52,1996-12-23,Hokkaido,Sapporo,Hokkaido,43.06667,141.35,7,7,7,7,7,-3.4857142857142853,-9.0,2.9,True
1996,52,1996-12-23,Tohoku,Sendai,Miyagi,38.26667,140.86667,7,7,7,7,7,3.242857142857143,-0.3,11.1,True
1996,52,1996-12-23,Shikoku,Takamatsu,Kagawa,34.33333,134.05,7,7,7,7,7,8.3,3.0,13.5,True
1996,52,1996-12-23,Kanto,Tokyo,Tokyo,35.6895,139.69171,7,7,7,7,7,4.8428571428571425,-1.5,13.3,True
1997,1,1996-12-30,Kyushu,Fukuoka,Fukuoka,33.6,130.41667,7,7,7,7,7,7.114285714285714,0.6,17.2,True
1997,1,1996-12-30,Chugoku,Hiroshima,Hiroshima,34.4,132.45,7,7,7,7,7,6.414285714285714,0.3,16.7,True
1997,1,1996-12-30,Chubu,Nagoya,Aichi,35.18147,136.9064,7,7,7,7,7,4.714285714285714,-3.6,14.3,True
1997,1,1996-12-30,Subtropical South,Naha,Okinawa,26.213,127.67851,7,7,7,7,7,18.52857142857143,15.1,21.5,True
1997,1,1996-12-30,Japan Sea / Hokuriku,Niigata,Niigata,37.92259,139.04124,7,7,7,7,7,4.6571428571428575,-0.1,13.9,True
1997,1,1996-12-30,Kansai,Osaka,Osaka,34.69379,135.50107,7,7,7,7,7,5.957142857142857,0.4,16.6,True
1997,1,1996-12-30,Hokkaido,Sapporo,Hokkaido,43.06667,141.35,7,7,7,7,7,-3.7857142857142856,-9.9,1.1,True
1997,1,1996-12-30,Tohoku,Sendai,Miyagi,38.26667,140.86667,7,7,7,7,7,3.1142857142857143,-1.1,12.1,True
1997,1,1996-12-30,Shikoku,Takamatsu,Kagawa,34.33333,134.05,7,7,7,7,7,7.6000000000000005,3.4,17.5,True
1997,1,1996-12-30,Kanto,Tokyo,Tokyo,35.6895,139.69171,7,7,7,7,7,5.971428571428571,-1.2,13.7,True
1997,2,1997-01-06,Kyushu,Fukuoka,Fukuoka,33.6,130.41667,7,7,7,7,7,4.457142857142857,0.5,10.5,True
1997,2,1997-01-06,Chugoku,Hiroshima,Hiroshima,34.4,132.45,7,7,7,7,7,3.1,-1.2,9.1,True
1997,2,1997-01-06,Chubu,Nagoya,Aichi,35.18147,136.9064,7,7,7,7,7,2.242857142857143,-3.2,8.8,True
1997,2,1997-01-06,Subtropical South,Naha,Okinawa,26.213,127.67851,7,7,7,7,7,15.242857142857144,13.0,17.2,True
1997,2,1997-01-06,Japan Sea / Hokuriku,Niigata,Niigata,37.92259,139.04124,7,7,7,7,7,3.057142857142857,-0.6,9.1,True
1997,2,1997-01-06,Kansai,Osaka,Osaka,34.69379,135.50107,7,7,7,7,7,3.6571428571428575,-0.4,8.9,True
1997,2,1997-01-06,Hokkaido,Sapporo,Hokkaido,43.06667,141.35,7,7,7,7,7,-7.542857142857143,-11.6,-3.2,True
1997,2,1997-01-06,Tohoku,Sendai,Miyagi,38.26667,140.86667,7,7,7,7,7,-0.11428571428571428,-7.6,3.9,True
1997,2,1997-01-06,Shikoku,Takamatsu,Kagawa,34.33333,134.05,7,7,7,7,7,4.628571428571428,1.9,7.9,True
1997,2,1997-01-06,Kanto,Tokyo,Tokyo,35.6895,139.69171,7,7,7,7,7,2.6,-3.1,10.8,True
1997,3,1997-01-13,Kyushu,Fukuoka,Fukuoka,33.6,130.41667,7,7,7,7,7,6.628571428571428,1.2,12.3,True
1997,3,1997-01-13,Chugoku,Hiroshima,Hiroshima,34.4,132.45,7,7,7,7,7,4.942857142857143,-0.6,10.6,True
1997,3,1997-01-13,Chubu,Nagoya,Aichi,35.18147,136.9064,7,7,7,7,7,3.0,-2.3,10.7,True
1997,3,1997-01-13,Subtropical South,Naha,Okinawa,26.213,127.67851,7,7,7,7,7,18.314285714285713,14.1,20.3,True
1997,3,1997-01-13,Japan Sea / Hokuriku,Niigata,Niigata,37.92259,139.04124,7,7,7,7,7,2.8000000000000003,-1.3,9.6,True
1997,3,1997-01-13,Kansai,Osaka,Osaka,34.69379,135.50107,7,7,7,7,7,4.885714285714286,-1.4,11.2,True
1997,3,1997-01-13,Hokkaido,Sapporo,Hokkaido,43.06667,141.35,7,7,7,7,7,-5.757142857142857,-11.0,2.4,True
1997,3,1997-01-13,Tohoku,Sendai,Miyagi,38.26667,140.86667,7,7,7,7,7,1.0571428571428572,-3.4,7.7,True
1997,3,1997-01-13,Shikoku,Takamatsu,Kagawa,34.33333,134.05,7,7,7,7,7,6.557142857142857,2.0,11.5,True
1997,3,1997-01-13,Kanto,Tokyo,Tokyo,35.6895,139.69171,7,7,7,7,7,3.7857142857142856,-2.5,12.7,True
1997,4,1997-01-20,Kyushu,Fukuoka,Fukuoka,33.6,130.41667,7,7,7,7,7,4.2,-0.3,10.4,True
1997,4,1997-01-20,Chugoku,Hiroshima,Hiroshima,34.4,132.45,7,7,7,7,7,3.1285714285714286,-3.0,10.7,True
1997,4,1997-01-20,Chubu,Nagoya,Aichi,35.18147,136.9064,7,7,7,7,7,2.0,-4.3,10.3,True
1997,4,1997-01-20,Subtropical South,Naha,Okinawa,26.213,127.67851,7,7,7,7,7,16.742857142857144,13.4,20.6,True
1997,4,1997-01-20,Japan Sea / Hokuriku,Niigata,Niigata,37.92259,139.04124,7,7,7,7,7,0.9,-4.5,6.3,True
1997,4,1997-01-20,Kansai,Osaka,Osaka,34.69379,135.50107,7,7,7,7,7,3.1285714285714286,-3.6,10.0,True
1997,4,1997-01-20,Hokkaido,Sapporo,Hokkaido,43.06667,141.35,7,7,7,7,7,-7.314285714285715,-13.8,-1.1,True
1997,4,1997-01-20,Tohoku,Sendai,Miyagi,38.26667,140.86667,7,7,7,7,7,-0.7285714285714285,-6.6,5.3,True
1997,4,1997-01-20,Shikoku,Takamatsu,Kagawa,34.33333,134.05,7,7,7,7,7,4.714285714285714,-2.6,10.5,True
1997,4,1997-01-20,Kanto,Tokyo,Tokyo,35.6895,139.69171,7,7,7,7,7,2.9285714285714284,-4.2,11.4,True
1997,5,1997-01-27,Kyushu,Fukuoka,Fukuoka,33.6,130.41667,7,7,7,7,7,4.8428571428571425,1.9,9.0,True
1997,5,1997-01-27,Chugoku,Hiroshima,Hiroshima,34.4,132.45,7,7,7,7,7,3.185714285714286,-0.5,9.2,True
1997,5,1997-01-27,Chubu,Nagoya,Aichi,35.18147,136.9064,7,7,7,7,7,1.7571428571428573,-3.3,9.0,True
1997,5,1997-01-27,Subtropical South,Naha,Okinawa,26.213,127.67851,7,7,7,7,7,17.314285714285713,14.7,21.6,True
1997,5,1997-01-27,Japan Sea / Hokuriku,Niigata,Niigata,37.92259,139.04124,7,7,7,7,7,0.9285714285714286,-2.8,3.7,True
1997,5,1997-01-27,Kansai,Osaka,Osaka,34.69379,135.50107,7,7,7,7,7,3.542857142857143,-1.6,9.4,True
1997,5,1997-01-27,Hokkaido,Sapporo,Hokkaido,43.06667,141.35,7,7,7,7,7,-5.571428571428571,-10.9,-0.6,True
1997,5,1997-01-27,Tohoku,Sendai,Miyagi,38.26667,140.86667,7,7,7,7,7,-0.31428571428571433,-5.3,4.9,True
1997,5,1997-01-27,Shikoku,Takamatsu,Kagawa,34.33333,134.05,7,7,7,7,7,4.414285714285714,1.7,9.1,True
1997,5,1997-01-27,Kanto,Tokyo,Tokyo,35.6895,139.69171,7,7,7,7,7,2.4,-3.6,8.9,True
1997,6,1997-02-03,Kyushu,Fukuoka,Fukuoka,33.6,130.41667,7,7,7,7,7,5.8,1.0,12.0,True
1997,6,1997-02-03,Chugoku,Hiroshima,Hiroshima,34.4,132.45,7,7,7,7,7,4.114285714285715,-0.9,12.2,True
1997,6,1997-02-03,Chubu,Nagoya,Aichi,35.18147,136.9064,7,7,7,7,7,3.1285714285714286,-4.1,12.1,True
1997,6,1997-02-03,Subtropical South,Naha,Okinawa,26.213,127.67851,7,7,7,7,7,18.214285714285715,15.4,21.3,True
1997,6,1997-02-03,Japan Sea / Hokuriku,Niigata,Niigata,37.92259,139.04124,7,7,7,7,7,1.6857142857142857,-3.1,5.6,True
1997,6,1997-02-03,Kansai,Osaka,Osaka,34.69379,135.50107,7,7,7,7,7,3.9285714285714284,-2.2,12.1,True
1997,6,1997-02-03,Hokkaido,Sapporo,Hokkaido,43.06667,141.35,7,7,7,7,7,-5.014285714285714,-10.7,-0.1,True
1997,6,1997-02-03,Tohoku,Sendai,Miyagi,38.26667,140.86667,7,7,7,7,7,0.09999999999999998,-6.3,6.3,True
1997,6,1997-02-03,Shikoku,Takamatsu,Kagawa,34.33333,134.05,7,7,7,7,7,5.128571428571428,1.4,10.5,True
1997,6,1997-02-03,Kanto,Tokyo,Tokyo,35.6895,139.69171,7,7,7,7,7,3.8857142857142857,-1.7,10.5,True
1997,7,1997-02-10,Kyushu,Fukuoka,Fukuoka,33.6,130.41667,7,7,7,7,7,5.314285714285715,0.6,12.1,True
1997,7,1997-02-10,Chugoku,Hiroshima,Hiroshima,34.4,132.45,7,7,7,7,7,4.242857142857143,-1.3,12.2,True
1997,7,1997-02-10,Chubu,Nagoya,Aichi,35.18147,136.9064,7,7,7,7,7,3.2142857142857144,-3.0,11.7,True
1997,7,1997-02-10,Subtropical South,Naha,Okinawa,26.213,127.67851,7,7,7,7,7,16.314285714285713,12.9,21.9,True
1997,7,1997-02-10,Japan Sea / Hokuriku,Niigata,Niigata,37.92259,139.04124,7,7,7,7,7,2.042857142857143,-1.2,8.2,True
1997,7,1997-02-10,Kansai,Osaka,Osaka,34.69379,135.50107,7,7,7,7,7,4.514285714285714,-0.8,11.7,True
1997,7,1997-02-10,Hokkaido,Sapporo,Hokkaido,43.06667,141.35,7,7,7,7,7,-6.542857142857143,-12.0,1.5,True
1997,7,1997-02-10,Tohoku,Sendai,Miyagi,38.26667,140.86667,7,7,7,7,7,-0.0571428571428572,-8.7,6.7,True
1997,7,1997-02-10,Shikoku,Takamatsu,Kagawa,34.33333,134.05,7,7,7,7,7,5.285714285714286,0.0,11.1,True
1997,7,1997-02-10,Kanto,Tokyo,Tokyo,35.6895,139.69171,7,7,7,7,7,4.3428571428571425,-3.2,11.6,True
1997,8,1997-02-17,Kyushu,Fukuoka,Fukuoka,33.6,130.41667,7,7,7,7,7,5.028571428571429,-1.4,11.9,True
1997,8,1997-02-17,Chugoku,Hiroshima,Hiroshima,34.4,132.45,7,7,7,7,7,3.5142857142857147,-2.3,10.5,True
1997,8,1997-02-17,Chubu,Nagoya,Aichi,35.18147,136.9064,7,7,7,7,7,1.8285714285714287,-4.5,9.6,True
1997,8,1997-02-17,Subtropical South,Naha,Okinawa,26.213,127.67851,7,7,7,7,7,15.257142857142856,11.0,18.7,True
1997,8,1997-02-17,Japan Sea / Hokuriku,Niigata,Niigata,37.92259,139.04124,7,7,7,7,7,1.542857142857143,-2.3,7.0,True
1997,8,1997-02-17,Kansai,Osaka,Osaka,34.69379,135.50107,7,7,7,7,7,3.1571428571428575,-2.1,9.7,True
1997,8,1997-02-17,Hokkaido,Sapporo,Hokkaido,43.06667,141.35,7,7,7,7,7,-5.742857142857143,-10.0,-0.4,True
1997,8,1997-02-17,Tohoku,Sendai,Miyagi,38.26667,140.86667,7,7,7,7,7,0.15714285714285722,-4.4,7.7,True
1997,8,1997-02-17,Shikoku,Takamatsu,Kagawa,34.33333,134.05,7,7,7,7,7,4.214285714285714,-0.2,9.6,True
1997,8,1997-02-17,Kanto,Tokyo,Tokyo,35.6895,139.69171,7,7,7,7,7,2.7714285714285714,-3.3,11.0,True
1997,9,1997-02-24,Kyushu,Fukuoka,Fukuoka,33.6,130.41667,7,7,7,7,7,10.72857142857143,3.5,20.2,True
