ISO_YEAR,ISO_WEEK,ISO_WEEKSTARTDATE,location_count,complete_location_count,national_proxy_complete,national_mean_temperature,national_min_temperature,national_max_temperature
1997,52,1997-12-22,10,10,True,6.628571428571429,2.21,13.229999999999999
1998,1,1997-12-29,10,10,True,6.295714285714285,1.61,12.01
1998,2,1998-01-05,10,10,True,3.8842857142857143,-0.8200000000000001,8.93
1998,3,1998-01-12,10,10,True,4.425714285714286,-1.4900000000000002,9.82
1998,4,1998-01-19,10,10,True,1.2999999999999996,-3.5700000000000003,6.93
1998,5,1998-01-26,10,10,True,2.07,-3.2399999999999998,7.99
1998,6,1998-02-02,10,10,True,3.2457142857142856,-2.18,9.32
1998,7,1998-02-09,10,10,True,5.817142857142857,-1.1700000000000002,14.62
1998,8,1998-02-16,10,10,True,5.478571428571429,-1.16,13.219999999999999
1998,9,1998-02-23,10,10,True,6.635714285714286,0.23999999999999994,12.41
1998,10,1998-03-02,10,10,True,6.578571428571429,0.36999999999999994,13.209999999999999
1998,11,1998-03-09,10,10,True,7.425714285714285,0.6399999999999999,13.88
1998,12,1998-03-16,10,10,True,7.185714285714286,0.5699999999999998,15.7
1998,13,1998-03-23,10,10,True,9.995714285714286,2.46,18.72
1998,14,1998-03-30,10,10,True,9.798571428571428,2.3,19.35
1998,15,1998-04-06,10,10,True,14.127142857142857,8.59,22.65
1998,16,1998-04-13,10,10,True,15.457142857142859,8.930000000000001,22.64
1998,17,1998-04-20,10,10,True,17.770000000000003,10.190000000000001,24.259999999999998
1998,18,1998-04-27,10,10,True,17.587142857142858,11.01,25.25
1998,19,1998-05-04,10,10,True,17.81714285714286,11.41,24.6
1998,20,1998-05-11,10,10,True,17.821428571428573,11.55,25.03
1998,21,1998-05-18,10,10,True,19.861428571428572,14.0,26.130000000000003
1998,22,1998-05-25,10,10,True,19.64,14.030000000000001,25.08
1998,23,1998-06-01,10,10,True,18.411428571428573,14.069999999999999,24.36
1998,24,1998-06-08,10,10,True,19.762857142857143,15.169999999999998,24.8
1998,25,1998-06-15,10,10,True,21.165714285714284,16.16,27.18
1998,26,1998-06-22,10,10,True,22.53857142857143,17.77,28.7
1998,27,1998-06-29,10,10,True,24.855714285714285,19.919999999999998,30.139999999999997
1998,28,1998-07-06,10,10,True,25.22142857142857,20.6,30.18
1998,29,1998-07-13,10,10,True,22.878571428571426,18.43,27.660000000000004
1998,30,1998-07-20,10,10,True,24.84428571428571,20.97,29.3
1998,31,1998-07-27,10,10,True,25.54,22.080000000000002,30.05
1998,32,1998-08-03,10,10,True,26.001428571428573,21.759999999999998,30.410000000000004
1998,33,1998-08-10,10,10,True,26.015714285714285,21.66,30.29
1998,34,1998-08-17,10,10,True,25.93285714285714,21.580000000000002,30.48
1998,35,1998-08-24,10,10,True,25.24142857142857,22.02,29.53
1998,36,1998-08-31,10,10,True,23.442857142857143,19.46,27.810000000000002
1998,37,1998-09-07,10,10,True,24.172857142857143,19.46,29.389999999999997
1998,38,1998-09-14,10,10,True,23.845714285714287,18.78,29.46
1998,39,1998-09-21,10,10,True,22.97714285714286,18.91,28.52
1998,40,1998-09-28,10,10,True,21.395714285714284,16.130000000000003,27.0
1998,41,1998-10-05,10,10,True,19.55857142857143,13.98,24.91
1998,42,1998-10-12,10,10,True,20.494285714285716,15.02,25.77
1998,43,1998-10-19,10,10,True,16.637142857142855,12.39,21.68
1998,44,1998-10-26,10,10,True,16.51142857142857,11.39,21.28
1998,45,1998-11-02,10,10,True,14.657142857142858,9.51,20.6
1998,46,1998-11-09,10,10,True,13.030000000000001,7.37,20.34
1998,47,1998-11-16,10,10,True,9.064285714285713,3.29,19.43
1998,48,1998-11-23,10,10,True,9.172857142857143,4.34,14.45
1998,49,1998-11-30,10,10,True,8.645714285714286,3.7600000000000002,15.059999999999999
1998,50,1998-12-07,10,10,True,6.948571428571428,1.85,13.570000000000002
1998,51,1998-12-14,10,10,True,8.598571428571429,3.1000000000000005,14.6
1998,52,1998-12-21,10,10,True,6.864285714285714,2.3800000000000003,12.510000000000002
1998,53,1998-12-28,10,10,True,5.0442857142857145,0.9900000000000002,12.11
1999,1,1999-01-04,10,10,True,3.3600000000000008,-1.8099999999999998,11.08
1999,2,1999-01-11,10,10,True,3.5457142857142854,-0.30999999999999994,8.540000000000001
1999,3,1999-01-18,10,10,True,5.327142857142857,-0.36,11.53
1999,4,1999-01-25,10,10,True,4.654285714285715,-1.15,11.6
1999,5,1999-02-01,10,10,True,2.5899999999999994,-3.5900000000000007,9.84
1999,6,1999-02-08,10,10,True,3.467142857142857,-1.9099999999999997,10.23
1999,7,1999-02-15,10,10,True,4.538571428571428,-1.52,13.66
1999,8,1999-02-22,10,10,True,5.707142857142857,-0.82,13.459999999999999
1999,9,1999-03-01,10,10,True,8.045714285714286,1.27,16.259999999999998
1999,10,1999-03-08,10,10,True,6.662857142857144,1.07,15.679999999999998
1999,11,1999-03-15,10,10,True,9.82857142857143,2.53,17.919999999999998
1999,12,1999-03-22,10,10,True,8.527142857142858,0.31000000000000005,17.23
1999,13,1999-03-29,10,10,True,8.632857142857144,2.54,18.21
1999,14,1999-04-05,10,10,True,9.951428571428572,2.1599999999999997,18.02
1999,15,1999-04-12,10,10,True,12.592857142857143,5.92,19.14
1999,16,1999-04-19,10,10,True,14.65857142857143,8.959999999999999,21.330000000000002
1999,17,1999-04-26,10,10,True,13.94857142857143,6.32,21.04
1999,18,1999-05-03,10,10,True,16.107142857142854,9.3,22.619999999999997
1999,19,1999-05-10,10,10,True,16.875714285714288,10.129999999999999,23.44
1999,20,1999-05-17,10,10,True,18.36714285714286,11.809999999999999,25.47
1999,21,1999-05-24,10,10,True,18.181428571428572,12.26,24.0
1999,22,1999-05-31,10,10,True,20.445714285714285,13.680000000000001,25.93
1999,23,1999-06-07,10,10,True,20.54,14.330000000000002,26.57
1999,24,1999-06-14,10,10,True,21.607142857142858,16.630000000000003,28.43
1999,25,1999-06-21,10,10,True,21.517142857142858,16.34,26.919999999999998
1999,26,1999-06-28,10,10,True,21.974285714285713,17.759999999999998,26.589999999999996
1999,27,1999-07-05,10,10,True,21.812857142857144,17.080000000000002,27.419999999999998
1999,28,1999-07-12,10,10,True,23.95,20.79,28.080000000000002
1999,29,1999-07-19,10,10,True,25.669999999999998,21.84,30.29
1999,30,1999-07-26,10,10,True,26.315714285714286,23.34,30.48
1999,31,1999-08-02,10,10,True,26.672857142857147,23.54,30.910000000000004
1999,32,1999-08-09,10,10,True,26.354285714285716,22.89,31.01
1999,33,1999-08-16,10,10,True,26.21142857142857,23.43,30.45
1999,34,1999-08-23,10,10,True,24.979999999999997,20.48,29.619999999999997
1999,35,1999-08-30,10,10,True,24.678571428571427,20.47,29.73
1999,36,1999-09-06,10,10,True,25.268571428571427,21.22,29.6
1999,37,1999-09-13,10,10,True,24.06714285714286,20.02,29.43
1999,38,1999-09-20,10,10,True,23.224285714285713,18.15,28.85
1999,39,1999-09-27,10,10,True,21.814285714285713,15.85,27.619999999999997
1999,40,1999-10-04,10,10,True,18.962857142857143,13.729999999999999,23.86
1999,41,1999-10-11,10,10,True,19.257142857142856,11.469999999999999,25.619999999999997
1999,42,1999-10-18,10,10,True,15.245714285714286,9.4,21.07
1999,43,1999-10-25,10,10,True,15.81142857142857,9.44,21.91
1999,44,1999-11-01,10,10,True,13.475714285714286,8.74,20.34
1999,45,1999-11-08,10,10,True,13.724285714285713,7.92,19.35
1999,46,1999-11-15,10,10,True,11.09,5.79,18.34
1999,47,1999-11-22,10,10,True,10.987142857142857,4.5,18.45
1999,48,1999-11-29,10,10,True,8.198571428571428,3.29,13.540000000000001
1999,49,1999-12-06,10,10,True,7.524285714285715,2.6100000000000003,13.7
1999,50,1999-12-13,10,10,True,5.821428571428571,0.8200000000000001,11.459999999999999
1999,51,1999-12-20,10,10,True,3.6914285714285713,-0.5700000000000001,9.809999999999999
1999,52,1999-12-27,10,10,True,6.315714285714286,0.99,12.14
2000,1,2000-01-03,10,10,True,7.211428571428572,1.7,14.809999999999999
2000,2,2000-01-10,10,10,True,6.532857142857142,1.9000000000000004,12.11
2000,3,2000-01-17,10,10,True,4.164285714285715,-1.1199999999999999,10.77
2000,4,2000-01-24,10,10,True,3.0114285714285716,-3.0000000000000004,10.870000000000001
2000,5,2000-01-31,10,10,True,3.9657142857142853,-0.6600000000000001,9.47
2000,6,2000-02-07,10,10,True,3.934285714285714,-0.95,10.12
2000,7,2000-02-14,10,10,True,3.0114285714285716,-1.5300000000000002,9.99
2000,8,2000-02-21,10,10,True,2.4885714285714284,-1.54,7.290000000000001
2000,9,2000-02-28,10,10,True,5.557142857142857,-1.4300000000000002,14.1
2000,10,2000-03-06,10,10,True,4.837142857142857,0.030000000000000006,12.29
2000,11,2000-03-13,10,10,True,6.857142857142857,0.010000000000000054,14.540000000000001
2000,12,2000-03-20,10,10,True,7.031428571428572,0.7000000000000001,14.35
2000,13,2000-03-27,10,10,True,9.34,1.8,16.23
2000,14,2000-04-03,10,10,True,10.715714285714284,4.35,17.39
2000,15,2000-04-10,10,10,True,11.321428571428571,5.04,19.41
2000,16,2000-04-17,10,10,True,12.995714285714286,5.13,19.54
2000,17,2000-04-24,10,10,True,12.634285714285715,6.7,19.31
2000,18,2000-05-01,10,10,True,15.462857142857143,8.870000000000001,22.34
2000,19,2000-05-08,10,10,True,16.97,11.690000000000001,24.080000000000002
2000,20,2000-05-15,10,10,True,16.651428571428575,11.68,22.490000000000002
2000,21,2000-05-22,10,10,True,19.917142857142856,13.309999999999999,26.830000000000002
2000,22,2000-05-29,10,10,True,19.744285714285716,14.63,25.99
2000,23,2000-06-05,10,10,True,19.755714285714284,13.86,26.55
2000,24,2000-06-12,10,10,True,20.351428571428574,15.290000000000001,26.660000000000004
2000,25,2000-06-19,10,10,True,22.585714285714285,18.27,27.869999999999997
2000,26,2000-06-26,10,10,True,23.744285714285713,19.0,29.369999999999997
2000,27,2000-07-03,10,10,True,23.88142857142857,19.4,28.8
2000,28,2000-07-10,10,10,True,25.247142857142858,20.27,30.04
2000,29,2000-07-17,10,10,True,26.515714285714285,22.240000000000002,31.53
2000,30,2000-07-24,10,10,True,25.725714285714286,21.81,30.8
2000,31,2000-07-31,10,10,True,26.374285714285712,22.830000000000002,31.24
2000,32,2000-08-07,10,10,True,26.178571428571427,22.66,30.860000000000003
2000,33,2000-08-14,10,10,True,25.85285714285714,21.9,30.57
2000,34,2000-08-21,10,10,True,26.777142857142856,22.52,31.880000000000003
2000,35,2000-08-28,10,10,True,26.254285714285714,21.64,31.660000000000004
2000,36,2000-09-04,10,10,True,23.935714285714283,19.19,28.880000000000003
2000,37,2000-09-11,10,10,True,24.298571428571428,20.380000000000003,29.410000000000004
2000,38,2000-09-18,10,10,True,21.677142857142858,16.85,26.54
2000,39,2000-09-25,10,10,True,19.77285714285714,14.580000000000002,25.02
2000,40,2000-10-02,10,10,True,19.235714285714288,14.45,23.919999999999998
2000,41,2000-10-09,10,10,True,18.419999999999998,13.52,24.31
2000,42,2000-10-16,10,10,True,16.387142857142855,10.42,21.490000000000002
2000,43,2000-10-23,10,10,True,16.475714285714286,11.059999999999999,22.18
2000,44,2000-10-30,10,10,True,15.578571428571427,9.43,21.86
2000,45,2000-11-06,10,10,True,13.34714285714286,8.43,20.84
2000,46,2000-11-13,10,10,True,11.651428571428571,6.14,17.669999999999998
2000,47,2000-11-20,10,10,True,10.728571428571428,4.68,18.06
2000,48,2000-11-27,10,10,True,8.674285714285714,3.59,14.440000000000001
2000,49,2000-12-04,10,10,True,7.762857142857143,2.8900000000000006,14.719999999999999
2000,50,2000-12-11,10,10,True,5.961428571428572,1.7400000000000002,12.53
2000,51,2000-12-18,10,10,True,7.711428571428572,2.1399999999999997,14.25
2000,52,2000-12-25,10,10,True,4.292857142857143,-0.1199999999999997,10.58
2001,1,2001-01-01,10,10,True,3.5371428571428574,-0.45999999999999996,9.489999999999998
2001,2,2001-01-08,10,10,True,3.3214285714285716,-3.1100000000000003,10.790000000000001
2001,3,2001-01-15,10,10,True,0.9614285714285714,-4.6499999999999995,7.57
2001,4,2001-01-22,10,10,True,3.575714285714286,-1.5799999999999998,8.48
2001,5,2001-01-29,10,10,True,2.477142857142857,-2.5,8.559999999999999
2001,6,2001-02-05,10,10,True,3.47,-1.7400000000000002,9.3
2001,7,2001-02-12,10,10,True,2.2557142857142853,-3.0100000000000002,10.05
2001,8,2001-02-19,10,10,True,6.345714285714285,-0.6400000000000001,13.979999999999999
2001,9,2001-02-26,10,10,True,5.932857142857143,-0.3300000000000002,12.819999999999999
2001,10,2001-03-05,10,10,True,3.982857142857143,-1.65,12.3
2001,11,2001-03-12,10,10,True,6.758571428571429,-0.4499999999999999,14.419999999999998
2001,12,2001-03-19,10,10,True,11.075714285714286,3.62,18.39
2001,13,2001-03-26,10,10,True,7.897142857142858,1.39,15.280000000000001
2001,14,2001-04-02,10,10,True,11.061428571428571,2.67,19.02
2001,15,2001-04-09,10,10,True,13.508571428571429,6.74,21.21
2001,16,2001-04-16,10,10,True,13.634285714285715,6.540000000000001,22.52
2001,17,2001-04-23,10,10,True,13.830000000000002,6.25,21.06
2001,18,2001-04-30,10,10,True,14.392857142857142,9.059999999999999,20.61
2001,19,2001-05-07,10,10,True,17.051428571428573,10.33,23.39
2001,20,2001-05-14,10,10,True,19.017142857142858,12.58,25.8
2001,21,2001-05-21,10,10,True,19.22142857142857,14.88,25.19
2001,22,2001-05-28,10,10,True,19.509999999999998,14.169999999999998,25.35
2001,23,2001-06-04,10,10,True,20.89428571428571,16.35,27.15
2001,24,2001-06-11,10,10,True,19.864285714285714,14.76,25.95
2001,25,2001-06-18,10,10,True,21.595714285714287,17.32,27.46
2001,26,2001-06-25,10,10,True,24.45,20.4,29.3
2001,27,2001-07-02,10,10,True,24.695714285714285,19.79,30.55
2001,28,2001-07-09,10,10,True,25.78142857142857,20.57,30.76
2001,29,2001-07-16,10,10,True,25.85571428571429,22.0,30.78
2001,30,2001-07-23,10,10,True,26.31714285714286,21.45,32.29
2001,31,2001-07-30,10,10,True,26.7,22.44,32.39
2001,32,2001-08-06,10,10,True,25.387142857142855,21.6,30.1
2001,33,2001-08-13,10,10,True,26.025714285714287,21.56,30.6
2001,34,2001-08-20,10,10,True,25.042857142857144,20.6,29.630000000000003
2001,35,2001-08-27,10,10,True,23.3,18.869999999999997,27.619999999999997
2001,36,2001-09-03,10,10,True,23.124285714285712,18.77,28.910000000000004
2001,37,2001-09-10,10,10,True,23.357142857142858,19.55,27.8
2001,38,2001-09-17,10,10,True,20.61714285714286,12.919999999999998,26.860000000000003
2001,39,2001-09-24,10,10,True,19.619999999999997,13.469999999999999,25.1
2001,40,2001-10-01,10,10,True,18.94857142857143,13.690000000000001,24.380000000000003
2001,41,2001-10-08,10,10,True,18.57,13.49,23.64
2001,42,2001-10-15,10,10,True,16.22,10.389999999999999,22.580000000000002
2001,43,2001-10-22,10,10,True,16.419999999999998,10.7,22.6
2001,44,2001-10-29,10,10,True,14.497142857142856,9.25,20.23
2001,45,2001-11-05,10,10,True,12.305714285714284,7.040000000000001,17.9
2001,46,2001-11-12,10,10,True,10.09,5.64,15.55
2001,47,2001-11-19,10,10,True,10.864285714285714,5.49,17.25
2001,48,2001-11-26,10,10,True,8.822857142857142,3.6300000000000003,14.430000000000001
2001,49,2001-12-03,10,10,True,7.912857142857144,3.54,13.569999999999999
2001,50,2001-12-10,10,10,True,5.735714285714286,1.6,12.52
2001,51,2001-12-17,10,10,True,4.607142857142857,0.6,9.25
2001,52,2001-12-24,10,10,True,4.328571428571428,0.15999999999999984,9.28
2002,1,2001-12-31,10,10,True,3.3842857142857143,-1.72,10.629999999999999
2002,2,2002-01-07,10,10,True,5.638571428571429,-0.5299999999999999,12.709999999999999
2002,3,2002-01-14,10,10,True,6.614285714285714,0.18000000000000022,14.34
2002,4,2002-01-21,10,10,True,4.932857142857143,0.019999999999999928,11.95
2002,5,2002-01-28,10,10,True,3.5528571428571425,-1.1,9.309999999999999
2002,6,2002-02-04,10,10,True,5.601428571428572,-0.43000000000000005,12.23
2002,7,2002-02-11,10,10,True,3.1571428571428575,-2.17,10.169999999999998
2002,8,2002-02-18,10,10,True,6.218571428571428,0.35,12.8
2002,9,2002-02-25,10,10,True,7.557142857142857,1.07,13.75
2002,10,2002-03-04,10,10,True,7.252857142857143,0.6500000000000001,15.3
2002,11,2002-03-11,10,10,True,10.005714285714287,3.12,17.419999999999998
2002,12,2002-03-18,10,10,True,9.64,3.8800000000000003,18.25
2002,13,2002-03-25,10,10,True,10.427142857142858,3.09,17.7
2002,14,2002-04-01,10,10,True,12.517142857142858,5.119999999999999,20.3
2002,15,2002-04-08,10,10,True,12.385714285714286,5.99,20.19
2002,16,2002-04-15,10,10,True,15.068571428571428,8.05,21.95
2002,17,2002-04-22,10,10,True,14.622857142857143,8.18,21.310000000000002
2002,18,2002-04-29,10,10,True,16.684285714285714,9.95,23.72
2002,19,2002-05-06,10,10,True,16.487142857142857,11.01,22.66
2002,20,2002-05-13,10,10,True,16.784285714285712,11.48,23.259999999999998
2002,21,2002-05-20,10,10,True,17.677142857142858,11.85,23.72
2002,22,2002-05-27,10,10,True,19.374285714285712,12.809999999999999,25.660000000000004
2002,23,2002-06-03,10,10,True,21.664285714285715,15.62,28.21
2002,24,2002-06-10,10,10,True,21.669999999999998,16.2,27.51
2002,25,2002-06-17,10,10,True,21.091428571428573,16.04,27.21
2002,26,2002-06-24,10,10,True,19.521428571428572,14.819999999999999,25.09
2002,27,2002-07-01,10,10,True,23.83142857142857,20.259999999999998,28.68
2002,28,2002-07-08,10,10,True,24.411428571428573,20.009999999999998,29.619999999999997
2002,29,2002-07-15,10,10,True,25.45,21.59,30.089999999999996
2002,30,2002-07-22,10,10,True,26.35,22.22,31.330000000000002
2002,31,2002-07-29,10,10,True,26.622857142857146,22.479999999999997,31.619999999999997
2002,32,2002-08-05,10,10,True,26.947142857142858,23.369999999999997,31.55
2002,33,2002-08-12,10,10,True,25.869999999999997,22.69,30.53
2002,34,2002-08-19,10,10,True,23.52285714285714,18.45,29.330000000000002
2002,35,2002-08-26,10,10,True,25.98857142857143,21.09,30.85
2002,36,2002-09-02,10,10,True,25.222857142857144,21.46,30.78
2002,37,2002-09-09,10,10,True,23.09428571428571,18.759999999999998,28.189999999999998
2002,38,2002-09-16,10,10,True,21.29,16.03,26.639999999999997
2002,39,2002-09-23,10,10,True,19.54714285714286,14.059999999999999,24.95
2002,40,2002-09-30,10,10,True,20.72,16.15,26.29
2002,41,2002-10-07,10,10,True,17.837142857142858,12.2,24.169999999999998
2002,42,2002-10-14,10,10,True,18.124285714285712,12.33,24.04
2002,43,2002-10-21,10,10,True,14.695714285714285,10.07,19.79
2002,44,2002-10-28,10,10,True,11.195714285714285,6.4799999999999995,17.02
2002,45,2002-11-04,10,10,True,9.184285714285714,4.340000000000001,16.06
2002,46,2002-11-11,10,10,True,9.878571428571428,4.39,17.78
2002,47,2002-11-18,10,10,True,9.114285714285714,3.5100000000000002,16.18
2002,48,2002-11-25,10,10,True,8.667142857142858,3.37,14.190000000000001
2002,49,2002-12-02,10,10,True,9.024285714285714,3.55,15.95
2002,50,2002-12-09,10,10,True,3.927142857142857,-0.6799999999999999,10.99
2002,51,2002-12-16,10,10,True,7.195714285714286,2.39,13.459999999999999
2002,52,2002-12-23,10,10,True,4.0200000000000005,-0.8899999999999999,10.22
2003,1,2002-12-30,10,10,True,2.838571428571429,-2.8600000000000003,9.42
2003,2,2003-01-06,10,10,True,3.3985714285714286,-1.8800000000000001,9.17
2003,3,2003-01-13,10,10,True,4.46,-1.7,11.53
2003,4,2003-01-20,10,10,True,3.41,-1.1900000000000002,8.26
2003,5,2003-01-27,10,10,True,2.835714285714286,-2.9,10.9
2003,6,2003-02-03,10,10,True,4.211428571428572,-2.0300000000000002,12.53
2003,7,2003-02-10,10,10,True,5.404285714285715,-0.4699999999999999,12.129999999999999
2003,8,2003-02-17,10,10,True,5.032857142857143,-0.38999999999999985,10.57
2003,9,2003-02-24,10,10,True,5.905714285714286,-0.019999999999999928,12.4
2003,10,2003-03-03,10,10,True,5.0214285714285705,-0.52,12.49
2003,11,2003-03-10,10,10,True,4.768571428571429,-0.7200000000000001,11.64
2003,12,2003-03-17,10,10,True,6.4642857142857135,0.3900000000000002,13.420000000000002
2003,13,2003-03-24,10,10,True,9.724285714285715,2.95,16.69
2003,14,2003-03-31,10,10,True,10.355714285714287,3.7299999999999995,17.25
2003,15,2003-04-07,10,10,True,11.967142857142857,3.75,19.1
2003,16,2003-04-14,10,10,True,14.545714285714286,7.9,22.229999999999997
2003,17,2003-04-21,10,10,True,14.564285714285713,6.860000000000001,21.59
2003,18,2003-04-28,10,10,True,16.134285714285713,8.77,23.53
2003,19,2003-05-05,10,10,True,15.875714285714286,7.85,23.62
2003,20,2003-05-12,10,10,True,17.06,11.99,22.54
2003,21,2003-05-19,10,10,True,17.830000000000002,12.14,23.46
2003,22,2003-05-26,10,10,True,19.087142857142858,13.959999999999999,25.1
2003,23,2003-06-02,10,10,True,19.53142857142857,13.030000000000001,25.53
2003,24,2003-06-09,10,10,True,21.014285714285712,16.46,26.660000000000004
2003,25,2003-06-16,10,10,True,22.478571428571428,18.630000000000003,27.65
2003,26,2003-06-23,10,10,True,21.681428571428572,18.05,26.65
2003,27,2003-06-30,10,10,True,21.73857142857143,17.55,26.6
2003,28,2003-07-07,10,10,True,23.044285714285714,19.28,28.32
2003,29,2003-07-14,10,10,True,21.94,17.56,26.830000000000002
2003,30,2003-07-21,10,10,True,22.637142857142855,18.35,27.169999999999998
2003,31,2003-07-28,10,10,True,23.89,18.84,29.02
2003,32,2003-08-04,10,10,True,25.72,22.21,30.27
2003,33,2003-08-11,10,10,True,23.03857142857143,19.59,27.79
2003,34,2003-08-18,10,10,True,25.39142857142857,21.41,30.660000000000004
2003,35,2003-08-25,10,10,True,24.647142857142857,21.07,29.45
2003,36,2003-09-01,10,10,True,24.85,20.64,29.72
2003,37,2003-09-08,10,10,True,25.014285714285712,20.57,30.060000000000002
2003,38,2003-09-15,10,10,True,22.08142857142857,16.740000000000002,27.75
2003,39,2003-09-22,10,10,True,19.672857142857143,14.919999999999998,24.830000000000002
2003,40,2003-09-29,10,10,True,17.965714285714284,12.809999999999999,23.240000000000002
2003,41,2003-10-06,10,10,True,17.787142857142857,12.37,24.660000000000004
2003,42,2003-10-13,10,10,True,15.864285714285714,11.01,21.39
2003,43,2003-10-20,10,10,True,14.940000000000001,9.129999999999999,20.71
2003,44,2003-10-27,10,10,True,15.642857142857142,9.41,22.15
2003,45,2003-11-03,10,10,True,16.057142857142857,10.83,22.16
2003,46,2003-11-10,10,10,True,12.918571428571429,7.35,18.89
2003,47,2003-11-17,10,10,True,11.878571428571428,5.3100000000000005,19.130000000000003
2003,48,2003-11-24,10,10,True,11.681428571428572,5.5200000000000005,17.0
2003,49,2003-12-01,10,10,True,9.697142857142858,4.33,15.780000000000001
2003,50,2003-12-08,10,10,True,6.694285714285715,2.6900000000000004,11.309999999999999
